fish cannot get to breeding grounds and will die	Feedback_8
fish may be blocked from certain locations.	Feedback_8
it can block fish	Feedback_8
it can block some fish from getting to certain locations	Feedback_8
it can keep fish from moving to their correct places	Feedback_8
it can physically block some species from necessary seasonal relocation	Feedback_8
it could also be a barrier to fish and other marine life that wanted to cross that barrier.	Feedback_8
it could block certain fish from returning to their locations	Feedback_8
it could block fish from reaching their locations.	Feedback_8
it could block fish travel passages	Feedback_8
it could block fish travel routes	Feedback_8
it could block migrating fish.	Feedback_8
it could block the migratory paths of many native species	Feedback_8
it could change the ecosystems in New York by interrupting fish mating by blocking eggs or moving the eggs around	Feedback_8
It could create an obstacle to fish migration	Feedback_8
it could negatively impact water flow and make it difficult for certain fish to enter and exit the harbor.	Feedback_8
it could possibly block animals from their regular and necessary behaviors	Feedback_8
it could prevent fish from getting to their destinations	Feedback_8
it coule block marine life	Feedback_8
it will block  migrating marine life,	Feedback_8
it might stop fish from getting to the right spots	Feedback_8
It would be in the way of fish.	Feedback_8
fish won't be able to pass it	Feedback_8
it stands in the way of fish	Feedback_8
it might stand in the way of fish traveling	Feedback_8
it could be like a barricade for fish	Feedback_8
fish couldn't cross the barrier	Feedback_8
it stops fish from swimming where they need to	Feedback_8
surge barriers are in the path of fish	Feedback_8
it makes it hard for fish to get to their spots	Feedback_8
fish can't reach where they need to go	Feedback_8
it's a blockade for fish and other marine creatures	Feedback_8
migrating fish can't swim past it or through it.	Feedback_8
fish can't go where they need to.	Feedback_8
it interferes with fishes travel and routes.	Feedback_8
it makes it difficult for fish to move freely	Feedback_8
there are fish that couldn't go where they need to go	Feedback_8
it obstructs the fish pathways.	Feedback_8
the barrier would barricade fish	Feedback_8
it inhibits the movement of fish and other marine life.	Feedback_8
surge barriers prevent a fish's necessary movement.	Feedback_8
it would block the flow of water necessary for marine animals to travel	Feedback_8
it would block various marine species from migrating.	Feedback_8
it would create a physical barrier that would prevent mobility necessary for life.	Feedback_8
it would prevent the movement of animals and water.	Feedback_8
surge barriers can keep fish from traveling to other locations	Feedback_8
the barrier walls could block fish from safely releasing their eggs or returning to them.	Feedback_8
the barrier would block movement of marine ecosystems.	Feedback_8
the barriers could block some fish from getting to their sites.	Feedback_8
there are some fish that travel to different locations and by including a surge barrier will block those fish.	Feedback_8
they could block the marine life from traveling	Feedback_8
it might stand in the way so fish are blocked.	Feedback_8
it would block the water current for traveling.	Feedback_8
marine creatures like fish couldn't pass the blockade.	Feedback_8
Fish can't get through the barrier.	Feedback_8
fish are prevented from migrating.	Feedback_8
Migrating fish are faced with a blockade.	Feedback_8
it makes it difficult for fish to get where they need to go.	Feedback_8
fish will not be able to travel as necessary through the water.	Feedback_8
it creates a barrier for fish.	Feedback_8
fish swimming in the harbor would be blocked.	Feedback_8
the paths of many fish would be blocked in the water.	Feedback_8
a barrier is a hugh obstacle for traveling fish.	Feedback_8
the mobility of fish would be impacted negatively.	Feedback_8
fish need a clear path to swim, and a barrier would block it.	Feedback_8
the travel routes of migrating fish would be blocked.	Feedback_8
a large barrier in the water might inhibit fish travels.	Feedback_8
it gets in the way of marine creatures, like fish.	Feedback_8
surge barriers could potentially act as a road block for fish that are traveling to other locations.	Feedback_8
the local ecosystem would be blocked from traveling to new locations.	Feedback_8
if there's a large barricade in the water, fish might not be able to cross it.	Feedback_8
fish can't swim to where they need to go.	Feedback_8
a surge barrier would be prohibitive for traveling fish.	Feedback_8
a surge barrier prohibits fish from moving freely throughout the water.	Feedback_8
it makes it challenging for fish to travel.	Feedback_8
fish may be prevented from necessary movement in the water.	Feedback_8
fish are unable to swim through the barrier.	Feedback_8
a large concrete wall in the water would keep fish from swimming to the right spots.	Feedback_8
such a large wall would act like a barrier to the fish as well.	Feedback_8
surge barriers are impenetrable for fish who need to get to the other side.	Feedback_8
the sites where fish need to go are blocked.	Feedback_8
the fishes' paths would be blocked.	Feedback_8
the swimmng routes of many different kinds of fish would be interrupted.	Feedback_8
fish could be shut off from certain locations.	Feedback_8
a barrier would obstruct a fish's swim route.	Feedback_8
a wall of that size would be an obstruction for travling fish.	Feedback_8
surge barriers bar fish from going where they need to go.	Feedback_8
fish may be barred from traveling.	Feedback_8
a barrier would hinder the fish's ability to travel freely.	Feedback_8
a large surge barrier in the water would be a hinderance for traveling fish.	Feedback_8
migrating fish wouldn't be able to get past the barrier.	Feedback_8
many fish could not get past the wall.	Feedback_8
it means fish are blocked.	Feedback_8
surge barriers are so large that fish can't swim past them.	Feedback_8
it serves as a blocker for traveling fish.	Feedback_8
fish would not have clear passage.	Feedback_8
fish would be prevented from traveling as necessary.	Feedback_8
it stands in the way of necessary fish movement.	Feedback_8
fish may not be able to get to the proper places.	Feedback_8
it barricades fish as well.	Feedback_8
Advocates argued that those solutions would not have the same negative impact on the local ecosystem as surge barrier	Feedback_10
Advocates argued that those solutions would not have the same negative impact on the local ecosystem as surge barriers	Feedback_10
building floodwalls and levees on the shore rather than surge barriers in the water would not have the same negative impact on the local ecosystem as surge barriers.	Feedback_10
environmentalists are against the idea of putting a storm barrier in.	Feedback_10
environmentalists have proposed solutions to offset this including making barriers and levees on the shoreline instead of the water	Feedback_10
flood barriers and levees on the shore, rather than in the water, would not have the same negative impact on the eco system.	Feedback_10
if they were built on the shore, this would not harm the ecosystem as badly.	Feedback_10
it is a Some environmental activists advocated for alternative solutions.	Feedback_10
many people are interested in alternative possibilities to protect the city from future storm surges.	Feedback_10
others offered entirely different solution	Feedback_10
entirely different solutions were offered.	Feedback_10
Others offered entirely different solutions, such as raising up buildings and elevating New York City’s subway system	Feedback_10
Others offered entirely different solutions, such as raising up buildings and elevating New York City’s subway system.	Feedback_10
people are against it and are looking for other ways to stop possible flooding without hurting the ecosystem	Feedback_10
some activists have proposed other means to protect the city and marine wildlife such as raising subways and buildings.	Feedback_10
Some environmental activists advocated for alternative solutions	Feedback_10
