this only affected 25 women.	Affected_More_Men		
the cuts only affected 25 women whereas 58 men were affected.	Affected_More_Men		
it made more significant cuts to the men's athletics programs.	Affected_More_Men		
cut more men's sports then women's.	Affected_More_Men		
they cut more from men's sports.	Affected_More_Men		
also cut even more mens sport activities.	Affected_More_Men		
Cuts to the men’s teams would affect more men than women.	Affected_More_Men		
more male athletes were affected.	Affected_More_Men		
the overall changes affected more men than women in actuality.	Affected_More_Men		
the cuts affected more men than women.	Affected_More_Men		
it was penalized for doing so despite equal cuts to male teams which resulted in a higher impact in male sports participation.	Affected_More_Men		
according to the study, it effected more men than women.	Affected_More_Men		
the school argued it affected more men then women.	Affected_More_Men		
argued that the changes affected more men than women.	Affected_More_Men		
the school argued that the changes affected more men than women.	Affected_More_Men		
the changes affected more men than women.	Affected_More_Men		
actually ended up affecting more men then women.	Affected_More_Men		
the changes effected more men than women.	Affected_More_Men		
insisted the cuts would impact men more than women.	Affected_More_Men		
more men were affected than women	Affected_More_Men		
the changes affected more men than women	Affected_More_Men		
most of those affected by these cuts were men.	Affected_More_Men		
the overall sports cuts affected more men than women.	Affected_More_Men		
the cuts affected more women than men.	Affected_More_Men		
the changes affected more men than it did women.	Affected_More_Men		
they argued the cuts would effect more men than women.	Affected_More_Men		
the university argued that the cuts affected more men than women.	Affected_More_Men		
argued that the cuts affected the men's teams more than the woman's	Affected_More_Men		
claimed that more men than women were affected by cuts in sports programs.	Affected_More_Men		
more men were effected by the cuts.	Affected_More_Men		
they also cut a number of men's teams that would affect their male athlete population to a greater extent.	Affected_More_Men	Cuts_to_mens_sports	
also cut men’s teams that resulted in more men bing dropped from sports that fall.	Affected_More_Men	Cuts_to_mens_sports	
they also cut men's sports and more men lost their chance to play their sport than women.	Affected_More_Men	Cuts_to_mens_sports	
they also cut men's sports which actually resulted in more men being out of sports than women.	Affected_More_Men	Cuts_to_mens_sports	
also cut men's wrestling, swimming, and diving, affecting way more men than women.	Affected_More_Men	Cuts_to_WSD	
they also cut men's wrestling, men's swimming and diving which impacted more men than women at the school; however the school has 60% female students and less females are involved in sports, so they argued that the budget disproportionately impacted females.	Affected_More_Men	Cuts_to_WSD,	
the school claimed it did not violate Title IX because the changes affected more men than women and it wasn’t making their sports programs more unfair for women.	Affected_More_Men	EMU_compliant	
claimed this did not violate Title IX because the overall cuts affected more male athletes than female athletes.	Affected_More_Men	EMU_compliant	
claimed that they did not violate Title IV since more men were affected by overall cuts than women.	Affected_More_Men	EMU_compliant	
insisted that it did not violate Title IX because the changes affected more men than women.	Affected_More_Men	EMU_compliant	
more men were effected because they are most likely sexist and had way more men teams than women teams.	Affected_More_Men	Miscellaneous	Limit_woms_opps
more men were affected from cutting men's wrestling, swimming and diving; since female atheletic opportunities were 15 years out of compliance, women still took a great hit.	Affected_More_Men	Limit_woms_opps	
a judge ruled that they had violated Title IX by doing so.	Court_Decision		
the court ruled they were violating Title IX.	Court_Decision		
the court ruled that Eastern Michigan had violated Title IX.	Court_Decision		
it was later ruled to be illegal under Title IX.	Court_Decision		
the court ruled it had violated Title IX.	Court_Decision		
it was illegal to due to according to the courts.	Court_Decision		
the court ruled that they had violated Title IX, that requires schools to give men and women equal chances to play sports, and would have to reinstate both.	Court_Decision	Judge_reinstate	
it was overturned by the court since they were in violation of Title IX.	Court_Decision	Judge_reinstate	
a judge ruled would have to reinstate the programs because they violated Title IX	Court_Decision	Judge_reinstate	
a judge ruled that it had to be brought back because it was not equal rights to women if they took it away.	Court_Decision	Judge_reinstate	
a court found that it exacerbated their existing failure to comply with Title IX’s requirement of equal funding for men and women’s sports programs and ruled that they had to restore those women’s teams.	Court_Decision	Judge_reinstate	
ended up being overruled by the court, who determined they had caused women to not have equal chances at sports.	Court_Decision	Judge_reinstate	
they were later reinstated when the school was ordered out of compliancd with Title IX by a judge.	Court_Decision	Teams_reinstated	
later had to reinstate both according to the judge's ruling on grounds of violation of Title IX.	Court_Decision	Teams_reinstated	
had to reinstate it after they were proven guilty for violating title IX.	Court_Decision	Teams_reinstated	
they were reinstated after a judge ruled the university was in violation of Title IX.	Court_Decision	Teams_reinstated	
they reinstated the two programs after a court of law found that the university had violated Title IX.	Court_Decision	Teams_reinstated	
they were later reinstated after a court case was brought for violating title IX.	Court_Decision	Teams_reinstated	
it was reinstated through Title IX	Court_Decision	Teams_reinstated	
the programs were later reinstated after a judge ruled the move had violated Title IX.	Court_Decision	Teams_reinstated	
the Judge ruled that it violated the title IX terms, so the sports where brought back.	Court_Decision	Teams_reinstated	
were forced to reinstate it by a judge due to Title IX	Court_Decision	Teams_reinstated	
this was later found to be illegal under Title IX.	Court_Decision		
court found that since the school had never fully coplied with Title IX that this constituted unequal treatment.	Court_Decision		
a judge ruled this was a violation of Title IX.	Court_Decision		
the court ruled that it's against title IX	Court_Decision		
it was ruled it should not have without considering the issues it would cause with Title IX compliance.	Court_Decision		
that decision was later ruled a violation of Title IX.	Court_Decision		
was ruled out of compliance with Title IX, because of the reduction of opportunities for women to be involved in athletics.	Court_Decision		
a court ruled that EMU's doing that violated Title IX.	Court_Decision		
the court ruled that Eastern Michigan had violated Title IX and had to reinstate women's tennis and softball.	Court_Decision	Judge_reinstate	
a judge ruled that the school would have to reinstate both programs due to Title IX violations.	Court_Decision	Judge_reinstate	
a judge ruled that they violated Title IX and they would need to reinstate both sports.	Court_Decision	Judge_reinstate	
a judge ruled that they must reinstate both of those sports or be in violation of Title IX.	Court_Decision	Judge_reinstate	
a judge ruled that the school had violated Title IX and the school would have to reinstate both women's softball and tennis.	Court_Decision	Judge_reinstate	
