"Schools should not allow junk food to be sold on campus, so there will be no junk food sold on campus.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids can start to eat healthier foods on a daily basis.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should replace the junk food with more nutritious alternatives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so people in general will be healthier.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so if children want to eat junk food they should have them packed in their lunch by their parents.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that the battle against obesity and diabetes can be implemented in another facet of life (i.e school campuses)","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should remove junk food immediately.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so at least, the majority of options should be on the ‘healthy’ side.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so ?","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students are less likely to become obese.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so schools must generate money a different way.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so we should get rid of all of it","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so there should be a conscious effort to educate young people on the importance living a healthier lifestyle by offering healthy foods and drinks.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids will make better choices on what to eat","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids can buy healthy alternatives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students have to choose between the healthy food they provide.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students will become healthier individuals.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should provide a range of healthy lunch options as an alternative.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids eat healthier","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students are forced to eat healthier foods and less likely to develop health problems.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children won't be tempted to begin or maintain unhealthy habits.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the kids can learn to eat food that is good for them","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so it is important to create the proper legislation to outlaw it","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that their students can find healthier things to eat.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students can have healthier alternatives and they can still bring their own if they wish, but aren't presented with the opportunity to impulse buy them during school lunch.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids can be healthier and more attentive in class.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the temptation is not there for the kids to eat junk food.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so a ruling should be passed banning all junk food failing to meet certain nutritional criteria.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so only food considered ""healthy"" should be sold.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so junk food should be banned in other public places as well.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should sell healthy alternatives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so younger people can be encouraged to develope healthier habits.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the schools should provide more healthy alternatives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should fill vending machines with healthy alternatives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so if they do need the money, they should offer healthy choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids can learn health eating habits.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should offer healthier alternatives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they do not contribute to the unhealthy consequences of consuming junk food.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that children have to make healthy choices instead of unhealthy ones.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so until that changes, parents should be teaching children at home about good eating habits.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the best solution would be to have a vending machine with healthier alternatives or have a warning sign in front of the vending machine","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so it will be clear to students that the school has entered an initiative to ensure that they pursue more healthy choices when it comes to lifestyle and food.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so schools could fill their snack machines with nutritious foods.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so schools should cooperate with health professionals at developing initiatives aimed at changing students habits of eating.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students have to choose between healthier options instead.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should eliminate foods like chips, candy and soda from their snack machines.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so many are advocating that they take the hit on sales revenue and replace their offerings with something more healthy.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so we need to figure out the details about this policy and put it into place.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so everyone can see they value their students and their integrity is not for sale at any price","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students are not tempted by unhealthy options.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that more children eat unhealthy snacks and become obese and have childhood diabetes.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that students who do not have healthy role models can learn about healthy eating at school","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so I think we should take the necessary political steps to make that happen.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students make good choices","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so laws should be made.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they can eat better","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children will eat less junk food.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so parents are more aware and in control of their children's diets.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so better alternatives should be tried and experimented with.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students learn that junk food has no room in our bodies.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so.There is a higher incidence of type 2 diabetes among youth in recent years","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so the state and federal government should use common sense and do something about it.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so junk foods was affected by students health.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they should take the steps necessary, like filling vending machines with healthy snacks, to combat this epidemic.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so all other schools have not allow to sold this type of foods","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children will not be put at higher risk for developing obesity and diabetes.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that kids will have a better healthily choice","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so they can figure another way for fundraising.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that kids can learn to make healthy choices that will set them up for success in the future.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so children can lead healthy lives.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that they would avoid having junk at least at the school.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so we should consider how much junk food we make available in other public spaces.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that they aren't contributing to unhealthy choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so.There is a higher incidence of type 2 diabetes among youth in recent years.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students avoid the food and brought the food from our home","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so that overall population health can improve.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so this will help to promote a healthier culture.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so ITS NOT ALLOWED","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so students will more easily make healthier choices.","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so kids are healthy","Schools should not allow junk food to be sold on campus, so",
"Schools should not allow junk food to be sold on campus, so healthier alternatives should be available.","Schools should not allow junk food to be sold on campus, so",
