IN>DT>NN,0
DT>NN>IN,1
VBG>IN>DT,2
NN>IN>DT,3
DT>JJ>NN,4
IN>DT>JJ,5
",>VBG>IN",6
"DT>NN>,",7
DT>NN>.,8
IN>DT>NNS,9
IN>PRP$>NN,10
JJ>NN>IN,11
"NN>,>CC",12
"JJ>NN>,",13
NN>IN>NN,14
IN>PRP>VBD,15
VBG>IN>PRP,16
NNS>IN>DT,17
VBG>IN>PRP$,18
IN>DT>NNP,19
VBD>DT>NN,20
"NN>,>VBG",21
JJ>NN>.,22
DT>NNS>IN,23
",>PRP>VBD",24
DT>NN>VBD,25
"IN>NN>,",26
NN>IN>NNP,27
VBD>IN>DT,28
NN>IN>PRP$,29
IN>PRP$>NNS,30
IN>NN>IN,31
"IN>NNP>,",32
"NN>,>IN",33
VBN>IN>DT,34
VBG>IN>NNP,35
IN>NNP>NNP,36
RB>IN>DT,37
"PRP$>NN>,",38
IN>NN>.,39
VBG>IN>NN,40
IN>PRP$>JJ,41
"NN>,>PRP",42
",>IN>DT",43
DT>JJ>NNS,44
PRP>VBD>DT,45
PRP>VBD>RB,46
"NN>,>VBD",47
IN>JJ>NN,48
PRP$>NN>IN,49
PRP$>JJ>NN,50
IN>JJ>NNS,51
JJ>NNS>IN,52
PRP>VBD>IN,53
"NN>,>DT",54
"NNP>,>VBG",55
"NNP>NNP>,",56
VBD>DT>JJ,57
TO>VB>DT,58
IN>NNP>.,59
"JJ>NNS>,",60
DT>NN>NN,61
NN>IN>PRP,62
",>CC>DT",63
PRP>MD>VB,64
",>CC>VBD",65
"NNS>,>CC",66
VB>DT>NN,67
PRP$>NN>.,68
PRP>VBD>VBN,69
NN>TO>VB,70
VBD>TO>VB,71
",>DT>NN",72
NNP>IN>NNP,73
",>CC>IN",74
DT>NN>CC,75
NNS>IN>NN,76
VBD>VBN>IN,77
NN>CC>NN,78
"DT>NNS>,",79
CC>DT>NN,80
TO>VB>IN,81
JJ>IN>DT,82
VBG>IN>JJ,83
IN>PRP>.,84
"RB>,>VBG",85
VBD>RB>IN,86
NN>VBD>VBN,87
NN>IN>JJ,88
"NNS>,>VBG",89
MD>RB>VB,90
PRP>IN>DT,91
DT>NNP>IN,92
NN>HYPH>NN,93
DT>NN>RB,94
NN>PRP>VBD,95
",>CC>RB",96
NNP>IN>DT,97
DT>NNS>.,98
IN>PRP>MD,99
NN>IN>NNS,100
IN>IN>DT,101
DT>NNS>VBD,102
"IN>PRP>,",103
"NNP>,>CC",104
JJ>TO>VB,105
VBD>PRP$>NN,106
"PRP$>NNS>,",107
DT>NNP>NNP,108
",>VBD>DT",109
VB>IN>DT,110
IN>CD>NNS,111
JJ>NNS>.,112
NN>VBD>IN,113
IN>NN>CC,114
JJ>NN>VBD,115
NNP>NNP>.,116
NN>MD>VB,117
",>CC>VBG",118
NNS>CC>NNS,119
JJ>CC>JJ,120
VBD>RB>VBN,121
VBG>IN>CD,122
DT>NN>PRP,123
DT>NN>WDT,124
NN>VBD>RB,125
PRP$>NN>VBD,126
TO>VB>PRP,127
MD>VB>VBN,128
DT>JJ>JJ,129
IN>NNS>IN,130
DT>NN>HYPH,131
"NNP>,>IN",132
JJ>JJ>NN,133
NNP>POS>NN,134
CC>IN>DT,135
RP>IN>DT,136
VBG>IN>IN,137
"NN>,>NNP",138
RB>JJ>IN,139
",>DT>JJ",140
",>IN>PRP",141
NNS>IN>NNP,142
PRP$>NNS>.,143
PRP>MD>RB,144
VBD>PRP>IN,145
PRP>VBD>JJ,146
IN>PRP>IN,147
VBD>RB>JJ,148
VB>DT>JJ,149
"IN>NNS>,",150
"DT>NNP>,",151
CD>NNS>IN,152
"JJ>,>CC",153
NN>WDT>VBD,154
VBG>IN>NNS,155
PRP$>NNS>IN,156
IN>NNP>VBD,157
"NN>,>RB",158
VBD>RB>RB,159
TO>VB>PRP$,160
NNS>VBD>VBN,161
CC>VBD>IN,162
NNP>VBD>IN,163
PRP$>JJ>NNS,164
CD>IN>DT,165
"NNS>,>VBD",166
DT>NN>TO,167
NN>NN>IN,168
NN>VBD>DT,169
NN>IN>CD,170
NNP>CC>NNP,171
CC>DT>JJ,172
VB>VBN>IN,173
VBD>IN>PRP,174
PRP>VBD>TO,175
VBG>DT>NN,176
RB>VBN>IN,177
JJ>NNS>CC,178
IN>NNP>IN,179
WDT>PRP>VBD,180
"NN>NN>,",181
VBD>RP>IN,182
NNS>IN>PRP$,183
"NNS>,>IN",184
NNP>NNP>NNP,185
PRP>VBD>PRP,186
NN>DT>NN,187
RB>RB>IN,188
VBN>TO>VB,189
",>CC>PRP",190
NN>CC>VBD,191
",>NNP>VBD",192
MD>VB>DT,193
"NNS>,>DT",194
IN>NNP>POS,195
JJ>NN>CC,196
CC>VBD>DT,197
IN>DT>VBG,198
VBD>IN>NN,199
MD>VB>IN,200
IN>PRP>VBP,201
NN>NN>.,202
IN>DT>IN,203
NN>IN>WDT,204
NNP>NNP>VBD,205
DT>NNP>.,206
VB>PRP$>NN,207
RB>JJ>NN,208
",>VBD>IN",209
",>CC>,",210
"CC>,>VBG",211
NN>POS>NN,212
"JJ>,>VBG",213
"NNP>,>DT",214
RB>VBD>DT,215
TO>VB>RB,216
VBN>IN>NN,217
"POS>NN>,",218
"PRP>,>CC",219
IN>DT>NNPS,220
"NNS>,>PRP",221
IN>NNP>CC,222
IN>CD>IN,223
VBD>IN>PRP$,224
"DT>JJ>,",225
",>NNP>NNP",226
"RB>,>CC",227
PRP>TO>VB,228
TO>VB>VBN,229
",>DT>NNS",230
NN>CC>DT,231
NNP>NNP>IN,232
DT>NNS>CC,233
CC>JJ>NNS,234
",>IN>PRP$",235
"VBD>VBN>,",236
CC>JJ>NN,237
RB>DT>NN,238
VBD>VBN>VBN,239
WRB>PRP>VBD,240
IN>NN>VBD,241
",>IN>IN",242
",>VBD>RB",243
NN>VBN>IN,244
"RB>RB>,",245
PRP$>NNS>VBD,246
"PRP>VBD>,",247
VB>PRP>IN,248
DT>VBG>NN,249
VBD>VBN>.,250
NNS>IN>PRP,251
"HYPH>NN>,",252
VBG>IN>RB,253
"RB>,>IN",254
VBN>IN>PRP,255
CC>NN>IN,256
DT>JJ>CC,257
PRP>RB>VBD,258
"CC>NN>,",259
"CD>NNS>,",260
PRP>VBD>RP,261
VBD>DT>NNS,262
DT>NN>VBG,263
NNS>VBD>RB,264
VBD>JJ>IN,265
RB>DT>JJ,266
JJ>NNS>VBD,267
NNS>TO>VB,268
",>DT>NNP",269
CC>VBD>RB,270
PRP$>NN>CC,271
RB>IN>PRP$,272
"NN>,>WDT",273
"NNP>,>NNP",274
RB>IN>PRP,275
",>WP>VBD",276
TO>VB>.,277
IN>PDT>DT,278
VBD>RB>VB,279
RB>TO>VB,280
DT>NN>MD,281
DT>NN>VBZ,282
VBN>IN>NNP,283
",>IN>NN",284
"VBN>,>CC",285
"RB>JJ>,",286
",>VBN>IN",287
PDT>DT>NN,288
"TO>VB>,",289
IN>NNS>.,290
VBZ>DT>NN,291
NN>IN>VBG,292
IN>WDT>PRP,293
VBD>VBN>RB,294
",>VBD>VBN",295
"NNP>,>VBD",296
CC>DT>NNS,297
"VBD>JJ>,",298
IN>IN>PRP,299
NNS>VBN>IN,300
VB>IN>PRP,301
RB>IN>NN,302
DT>IN>DT,303
TO>VB>JJ,304
DT>NN>DT,305
NNP>VBD>RB,306
CC>PRP>VBD,307
JJ>JJ>NNS,308
NNS>IN>NNS,309
NN>HYPH>NNS,310
VBG>DT>JJ,311
VBD>IN>NNP,312
CC>NN>.,313
NNS>IN>JJ,314
",>RB>,",315
",>IN>NNP",316
"NN>NNS>,",317
NN>RB>IN,318
CC>VBD>PRP,319
DT>NNP>NN,320
WP>VBD>VBN,321
DT>RB>JJ,322
VBN>DT>NN,323
PRP>VBD>PRP$,324
JJ>IN>NN,325
CC>VBG>IN,326
NNP>VBD>VBN,327
NN>VBD>PRP,328
",>RB>IN",329
VBN>VBN>IN,330
VBN>IN>PRP$,331
MD>VB>PRP,332
NNP>VBD>DT,333
WDT>VBD>RB,334
IN>PRP>DT,335
CC>NNS>IN,336
"CC>NNS>,",337
",>WDT>VBD",338
DT>JJ>NNP,339
CC>RB>VBD,340
",>CC>NNP",341
VBD>VBG>IN,342
"CC>NNP>,",343
CD>CC>CD,344
"JJ>,>JJ",345
",>PRP>MD",346
",>NN>IN",347
VBG>TO>VB,348
"NN>RB>,",349
IN>NN>NNS,350
VB>IN>PRP$,351
IN>DT>CD,352
DT>CD>NNS,353
NN>VBD>VBG,354
